date,exercise,weight,units,reps
9/5/13,snatch,170,lb,1
9/5/13,snatch,175,lb,1
9/8/13,clean and jerk,95,lb,3
9/8/13,clean and jerk,95,lb,3
9/8/13,clean and jerk,135,lb,3
9/8/13,clean and jerk,135,lb,3
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,185,lb,1
9/8/13,clean and jerk,185,lb,1
9/8/13,clean and jerk,205,lb,1
9/8/13,clean and jerk,215,lb,1
9/8/13,clean and jerk,225,lb,1
9/8/13,clean and jerk,229,lb,1
9/8/13,clean and jerk,243,lb,1
9/8/13,clean and jerk,258,lb,1
9/8/13,clean and jerk,95,lb,3
9/8/13,clean and jerk,95,lb,3
9/8/13,clean and jerk,135,lb,3
9/8/13,clean and jerk,135,lb,3
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,165,lb,1
9/8/13,clean and jerk,185,lb,1
9/8/13,clean and jerk,185,lb,1
9/8/13,clean and jerk,205,lb,1
9/8/13,clean and jerk,215,lb,1
9/8/13,clean and jerk,225,lb,1
9/8/13,clean and jerk,229,lb,1
9/8/13,clean and jerk,243,lb,1
9/8/13,clean and jerk,258,lb,1
9/8/13,snatch,95,lb,3
9/8/13,snatch,95,lb,3
9/8/13,snatch,115,lb,3
9/8/13,snatch,115,lb,3
9/8/13,snatch,135,lb,3
9/8/13,snatch,145,lb,3
9/8/13,snatch,145,lb,3
9/8/13,snatch,165,lb,2
9/8/13,snatch,165,lb,1
9/8/13,snatch,175,lb,1
9/8/13,snatch,185,lb,1
9/9/13,barbell deadlift,185,lb,2
9/9/13,barbell deadlift,185,lb,2
9/9/13,barbell deadlift,225,lb,2
9/9/13,barbell deadlift,225,lb,2
9/9/13,barbell deadlift,275,lb,3
9/9/13,barbell deadlift,275,lb,1
9/9/13,barbell deadlift,325,lb,1
9/9/13,barbell deadlift,325,lb,1
9/9/13,barbell deadlift,345,lb,4
9/9/13,barbell squat,185,lb,3
9/9/13,barbell squat,185,lb,3
9/9/13,barbell squat,225,lb,3
9/9/13,barbell squat,225,lb,3
9/9/13,barbell squat,275,lb,3
9/9/13,barbell squat,325,lb,3
9/9/13,barbell squat,325,lb,3
9/9/13,barbell squat,325,lb,3
9/11/13,clean pull,235,lb,2
9/11/13,clean pull,235,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/11/13,clean pull,285,lb,2
9/15/13,barbell squat,185,lb,3
9/15/13,barbell squat,185,lb,3
9/15/13,barbell squat,225,lb,3
9/15/13,barbell squat,225,lb,3
9/15/13,barbell squat,275,lb,3
9/15/13,barbell squat,315,lb,2
9/15/13,barbell squat,325,lb,1
9/15/13,barbell squat,325,lb,5
9/16/13,barbell squat,185,lb,3
9/16/13,barbell squat,185,lb,3
9/16/13,barbell squat,225,lb,3
9/16/13,barbell squat,275,lb,3
9/16/13,barbell squat,295,lb,3
9/16/13,barbell squat,295,lb,3
9/16/13,barbell squat,295,lb,3
9/18/13,clean and jerk,135,lb,3
9/18/13,clean and jerk,135,lb,3
9/18/13,clean and jerk,155,lb,3
9/18/13,clean and jerk,175,lb,3
9/18/13,clean and jerk,185,lb,3
9/18/13,clean and jerk,185,lb,3
9/18/13,clean and jerk,205,lb,3
9/18/13,clean and jerk,165,lb,3
9/18/13,clean and jerk,135,lb,3
9/18/13,clean and jerk,135,lb,3
9/18/13,clean and jerk,155,lb,3
9/18/13,clean and jerk,175,lb,3
9/18/13,clean and jerk,185,lb,3
9/18/13,clean and jerk,185,lb,3
9/18/13,clean and jerk,205,lb,3
9/18/13,clean and jerk,165,lb,3
9/18/13,clean pull,275,lb,3
9/18/13,clean pull,275,lb,3
9/18/13,clean pull,275,lb,3
9/18/13,clean pull,275,lb,3
9/21/13,barbell deadlift,185,lb,3
9/21/13,barbell deadlift,225,lb,3
9/21/13,barbell deadlift,275,lb,2
9/21/13,barbell deadlift,315,lb,2
9/21/13,barbell deadlift,345,lb,1
9/21/13,barbell deadlift,365,lb,1
9/21/13,barbell deadlift,385,lb,1
9/21/13,barbell squat,185,lb,3
9/21/13,barbell squat,185,lb,3
9/21/13,barbell squat,225,lb,3
9/21/13,barbell squat,275,lb,3
9/21/13,barbell squat,315,lb,1
9/21/13,barbell squat,325,lb,2
9/21/13,barbell squat,345,lb,2
9/24/13,barbell squat,185,lb,3
9/24/13,barbell squat,185,lb,3
9/24/13,barbell squat,225,lb,3
9/24/13,barbell squat,225,lb,3
9/24/13,barbell squat,275,lb,3
9/24/13,barbell squat,275,lb,3
9/28/13,barbell deadlift,135,lb,5
9/28/13,barbell deadlift,135,lb,5
9/28/13,barbell deadlift,185,lb,5
9/28/13,barbell deadlift,225,lb,3
9/28/13,barbell deadlift,225,lb,3
9/28/13,barbell deadlift,315,lb,2
9/28/13,barbell deadlift,275,lb,2
9/28/13,barbell deadlift,335,lb,1
9/28/13,barbell deadlift,365,lb,1
9/28/13,barbell deadlift,385,lb,1
9/28/13,barbell squat,135,lb,5
9/28/13,barbell squat,135,lb,5
9/28/13,barbell squat,185,lb,5
9/28/13,barbell squat,225,lb,3
9/28/13,barbell squat,225,lb,3
9/28/13,barbell squat,275,lb,3
9/28/13,barbell squat,315,lb,2
9/28/13,barbell squat,335,lb,1
9/28/13,barbell squat,355,lb,1
10/1/13,barbell squat,185,lb,5
10/1/13,barbell squat,185,lb,5
10/1/13,barbell squat,225,lb,5
10/1/13,barbell squat,275,lb,5
10/1/13,barbell squat,275,lb,5
10/1/13,barbell squat,275,lb,5
10/1/13,clean and jerk,95,lb,3
10/1/13,clean and jerk,135,lb,3
10/1/13,clean and jerk,155,lb,3
10/1/13,clean and jerk,185,lb,3
10/1/13,clean and jerk,195,lb,3
10/1/13,clean and jerk,205,lb,3
10/1/13,clean and jerk,215,lb,3
10/1/13,clean and jerk,95,lb,3
10/1/13,clean and jerk,135,lb,3
10/1/13,clean and jerk,155,lb,3
10/1/13,clean and jerk,185,lb,3
10/1/13,clean and jerk,195,lb,3
10/1/13,clean and jerk,205,lb,3
10/1/13,clean and jerk,215,lb,3
10/2/13,front barbell squat,135,lb,5
10/2/13,front barbell squat,185,lb,5
10/2/13,front barbell squat,185,lb,3
10/2/13,front barbell squat,205,lb,5
10/2/13,front barbell squat,205,lb,5
10/2/13,front barbell squat,205,lb,5
10/2/13,clean pull,185,lb,2
10/2/13,clean pull,225,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/2/13,clean pull,255,lb,2
10/6/13,clean and jerk,95,lb,3
10/6/13,clean and jerk,95,lb,3
10/6/13,clean and jerk,135,lb,3
10/6/13,clean and jerk,135,lb,3
10/6/13,clean and jerk,155,lb,3
10/6/13,clean and jerk,155,lb,2
10/6/13,clean and jerk,165,lb,2
10/6/13,clean and jerk,165,lb,2
10/6/13,clean and jerk,185,lb,2
10/6/13,clean and jerk,185,lb,2
10/6/13,clean and jerk,205,lb,1
10/6/13,clean and jerk,215,lb,1
10/6/13,clean and jerk,225,lb,1
10/6/13,clean and jerk,235,lb,1
10/6/13,clean and jerk,245,lb,1
10/6/13,clean and jerk,95,lb,3
10/6/13,clean and jerk,95,lb,3
10/6/13,clean and jerk,135,lb,3
10/6/13,clean and jerk,135,lb,3
10/6/13,clean and jerk,155,lb,3
10/6/13,clean and jerk,155,lb,2
10/6/13,clean and jerk,165,lb,2
10/6/13,clean and jerk,165,lb,2
10/6/13,clean and jerk,185,lb,2
10/6/13,clean and jerk,185,lb,2
10/6/13,clean and jerk,205,lb,1
10/6/13,clean and jerk,215,lb,1
10/6/13,clean and jerk,225,lb,1
10/6/13,clean and jerk,235,lb,1
10/6/13,clean and jerk,245,lb,1
10/6/13,snatch,95,lb,3
10/6/13,snatch,95,lb,3
10/6/13,snatch,115,lb,2
10/6/13,snatch,115,lb,2
10/6/13,snatch,135,lb,2
10/6/13,snatch,135,lb,2
10/6/13,snatch,145,lb,1
10/6/13,snatch,155,lb,1
10/6/13,snatch,155,lb,1
10/8/13,clean and jerk,95,lb,3
10/8/13,clean and jerk,115,lb,3
10/8/13,clean and jerk,135,lb,3
10/8/13,clean and jerk,185,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,95,lb,3
10/8/13,clean and jerk,115,lb,3
10/8/13,clean and jerk,135,lb,3
10/8/13,clean and jerk,185,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/8/13,clean and jerk,205,lb,3
10/10/13,front barbell squat,135,lb,3
10/10/13,front barbell squat,185,lb,3
10/10/13,front barbell squat,205,lb,3
10/10/13,front barbell squat,215,lb,5
10/10/13,front barbell squat,215,lb,5
10/10/13,front barbell squat,215,lb,5
10/10/13,clean pull,190,lb,2
10/10/13,clean pull,190,lb,2
10/10/13,clean pull,245,lb,2
10/10/13,clean pull,245,lb,2
10/10/13,clean pull,255,lb,2
10/10/13,clean pull,255,lb,2
10/10/13,clean pull,265,lb,2
10/10/13,clean pull,275,lb,2
10/10/13,clean pull,285,lb,2
10/10/13,clean pull,295,lb,2
10/13/13,barbell squat,135,lb,3
10/13/13,barbell squat,185,lb,3
10/13/13,barbell squat,225,lb,3
10/13/13,barbell squat,275,lb,5
10/13/13,barbell squat,275,lb,2
10/13/13,barbell squat,285,lb,2
10/13/13,barbell squat,295,lb,2
10/13/13,clean and jerk,135,lb,1
10/13/13,clean and jerk,155,lb,1
10/13/13,clean and jerk,175,lb,1
10/13/13,clean and jerk,195,lb,1
10/13/13,clean and jerk,215,lb,1
10/13/13,clean and jerk,225,lb,1
10/13/13,clean and jerk,235,lb,1
10/13/13,clean and jerk,135,lb,1
10/13/13,clean and jerk,155,lb,1
10/13/13,clean and jerk,175,lb,1
10/13/13,clean and jerk,195,lb,1
10/13/13,clean and jerk,215,lb,1
10/13/13,clean and jerk,225,lb,1
10/13/13,clean and jerk,235,lb,1
10/13/13,snatch,95,lb,3
10/13/13,snatch,115,lb,3
10/13/13,snatch,135,lb,3
10/13/13,snatch,145,lb,1
10/13/13,snatch,155,lb,1
10/15/13,jerk,135,lb,3
10/15/13,jerk,155,lb,3
10/15/13,jerk,185,lb,1
10/15/13,jerk,185,lb,1
10/15/13,clean and jerk,95,lb,3
10/15/13,clean and jerk,135,lb,3
10/15/13,clean and jerk,155,lb,3
10/15/13,clean and jerk,185,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,225,lb,3
10/15/13,clean and jerk,185,lb,2
10/15/13,clean and jerk,185,lb,1
10/15/13,clean and jerk,185,lb,1
10/15/13,clean and jerk,95,lb,3
10/15/13,clean and jerk,135,lb,3
10/15/13,clean and jerk,155,lb,3
10/15/13,clean and jerk,185,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,205,lb,3
10/15/13,clean and jerk,225,lb,3
10/15/13,clean and jerk,185,lb,2
10/15/13,clean and jerk,185,lb,1
10/15/13,clean and jerk,185,lb,1
10/29/13,barbell squat,185,lb,5
10/29/13,barbell squat,225,lb,5
10/29/13,barbell squat,225,lb,5
10/29/13,barbell squat,275,lb,5
10/29/13,barbell squat,275,lb,5
10/29/13,barbell squat,275,lb,5
10/31/13,barbell squat,135,lb,5
10/31/13,barbell squat,185,lb,5
10/31/13,barbell squat,225,lb,5
10/31/13,barbell squat,245,lb,5
10/31/13,clean and jerk,95,lb,3
10/31/13,clean and jerk,135,lb,3
10/31/13,clean and jerk,155,lb,3
10/31/13,clean and jerk,185,lb,3
10/31/13,clean and jerk,205,lb,3
10/31/13,clean and jerk,225,lb,1
10/31/13,clean and jerk,225,lb,1
10/31/13,clean and jerk,185,lb,1
10/31/13,clean and jerk,185,lb,1
10/31/13,clean and jerk,185,lb,1
10/31/13,clean and jerk,95,lb,3
10/31/13,clean and jerk,135,lb,3
10/31/13,clean and jerk,155,lb,3
10/31/13,clean and jerk,185,lb,3
10/31/13,clean and jerk,205,lb,3
10/31/13,clean and jerk,225,lb,1
10/31/13,clean and jerk,225,lb,1
10/31/13,clean and jerk,185,lb,1
10/31/13,clean and jerk,185,lb,1
10/31/13,clean and jerk,185,lb,1
11/5/13,barbell squat,225,lb,3
11/5/13,barbell squat,255,lb,3
11/5/13,barbell squat,275,lb,5
11/5/13,barbell squat,275,lb,5
11/5/13,barbell squat,275,lb,5
11/5/13,clean and jerk,95,lb,3
11/5/13,clean and jerk,115,lb,3
11/5/13,clean and jerk,135,lb,3
11/5/13,clean and jerk,155,lb,3
11/5/13,clean and jerk,185,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,95,lb,3
11/5/13,clean and jerk,115,lb,3
11/5/13,clean and jerk,135,lb,3
11/5/13,clean and jerk,155,lb,3
11/5/13,clean and jerk,185,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/5/13,clean and jerk,205,lb,3
11/17/13,snatch,95,lb,1
11/17/13,snatch,105,lb,1
11/17/13,snatch,115,lb,1
11/17/13,snatch,125,lb,1
11/17/13,snatch,135,lb,1
11/17/13,snatch,135,lb,1
11/17/13,snatch,135,lb,1
11/17/13,snatch,145,lb,1
11/17/13,snatch,155,lb,1
11/17/13,snatch,155,lb,1
11/17/13,snatch,155,lb,1
11/17/13,snatch,155,lb,1
11/17/13,snatch,155,lb,1
11/17/13,snatch,155,lb,1
11/17/13,snatch,165,lb,1
11/17/13,snatch,165,lb,1
11/17/13,snatch,165,lb,1
11/17/13,snatch,165,lb,1
11/17/13,snatch,165,lb,1
11/17/13,snatch,175,lb,1
11/19/13,barbell deadlift,185,lb,3
11/19/13,barbell deadlift,205,lb,3
11/19/13,barbell deadlift,255,lb,3
11/19/13,barbell deadlift,305,lb,3
11/19/13,barbell deadlift,335,lb,5
11/19/13,barbell deadlift,355,lb,5
11/19/13,barbell deadlift,385,lb,3
11/19/13,barbell deadlift,405,lb,1
11/19/13,barbell deadlift,405,lb,1
11/19/13,clean and jerk,95,lb,3
11/19/13,clean and jerk,115,lb,3
11/19/13,clean and jerk,135,lb,3
11/19/13,clean and jerk,155,lb,3
11/19/13,clean and jerk,185,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,95,lb,3
11/19/13,clean and jerk,115,lb,3
11/19/13,clean and jerk,135,lb,3
11/19/13,clean and jerk,155,lb,3
11/19/13,clean and jerk,185,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/19/13,clean and jerk,205,lb,3
11/24/13,barbell deadlift,225,lb,3
11/24/13,barbell deadlift,275,lb,3
11/24/13,barbell deadlift,315,lb,5
11/24/13,barbell deadlift,315,lb,5
11/24/13,barbell deadlift,315,lb,5
11/24/13,clean and jerk,95,lb,1
11/24/13,clean and jerk,135,lb,1
11/24/13,clean and jerk,155,lb,1
11/24/13,clean and jerk,185,lb,1
11/24/13,clean and jerk,185,lb,1
11/24/13,clean and jerk,205,lb,1
11/24/13,clean and jerk,95,lb,1
11/24/13,clean and jerk,135,lb,1
11/24/13,clean and jerk,155,lb,1
11/24/13,clean and jerk,185,lb,1
11/24/13,clean and jerk,185,lb,1
11/24/13,clean and jerk,205,lb,1
11/24/13,snatch,95,lb,2
11/24/13,snatch,115,lb,2
11/24/13,snatch,135,lb,2
11/24/13,snatch,135,lb,2
11/24/13,snatch,135,lb,2
11/24/13,snatch,155,lb,2
11/24/13,snatch,155,lb,2
11/24/13,power clean,95,lb,1
11/24/13,power clean,135,lb,1
11/24/13,power clean,155,lb,1
11/24/13,power clean,185,lb,1
11/24/13,power clean,185,lb,1
11/24/13,power clean,205,lb,1
11/26/13,clean and jerk,135,lb,3
11/26/13,clean and jerk,155,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,135,lb,3
11/26/13,clean and jerk,155,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,clean and jerk,185,lb,3
11/26/13,snatch,95,lb,3
11/26/13,snatch,115,lb,3
11/26/13,snatch,135,lb,3
11/26/13,snatch,135,lb,3
11/26/13,snatch,135,lb,3
11/26/13,snatch,135,lb,3
11/26/13,snatch,135,lb,3
11/27/13,clean,205,lb,1
11/27/13,clean,215,lb,1
11/27/13,clean,225,lb,1
11/27/13,clean,235,lb,1
11/27/13,clean,245,lb,1
11/27/13,clean,255,lb,1
11/27/13,clean and jerk,135,lb,3
11/27/13,clean and jerk,135,lb,3
11/27/13,clean and jerk,155,lb,1
11/27/13,clean and jerk,165,lb,1
11/27/13,clean and jerk,185,lb,1
11/27/13,clean and jerk,205,lb,1
11/27/13,clean and jerk,135,lb,3
11/27/13,clean and jerk,135,lb,3
11/27/13,clean and jerk,155,lb,1
11/27/13,clean and jerk,165,lb,1
11/27/13,clean and jerk,185,lb,1
11/27/13,clean and jerk,205,lb,1
11/27/13,snatch,95,lb,1
11/27/13,snatch,95,lb,1
11/27/13,snatch,95,lb,1
11/27/13,snatch,115,lb,1
11/27/13,snatch,115,lb,1
11/27/13,snatch,115,lb,1
11/27/13,snatch,135,lb,1
11/27/13,snatch,135,lb,1
11/27/13,snatch,135,lb,1
11/27/13,snatch,145,lb,1
11/27/13,snatch,155,lb,1
11/27/13,snatch,165,lb,1
11/27/13,snatch,175,lb,1
11/27/13,snatch,180,lb,1
11/27/13,snatch,185,lb,1
11/27/13,snatch,190,lb,1
11/27/13,snatch,195,lb,1
11/27/13,snatch,200,lb,1
12/3/13,clean,95,lb,3
12/3/13,clean,95,lb,3
12/3/13,clean,135,lb,3
12/3/13,clean,135,lb,3
12/3/13,clean,155,lb,3
12/3/13,clean,185,lb,3
12/3/13,clean,205,lb,3
12/3/13,clean,215,lb,3
12/3/13,clean,215,lb,3
12/3/13,clean,215,lb,3
12/3/13,clean,215,lb,3
12/3/13,clean,215,lb,3
12/3/13,jerk,135,lb,2
12/3/13,jerk,135,lb,2
12/3/13,jerk,155,lb,2
12/3/13,jerk,185,lb,3
12/3/13,jerk,185,lb,3
12/3/13,jerk,185,lb,3
12/3/13,jerk,185,lb,3
12/3/13,jerk,185,lb,3
12/4/13,barbell squat,135,lb,5
12/4/13,barbell squat,185,lb,3
12/4/13,barbell squat,225,lb,3
12/4/13,barbell squat,265,lb,3
12/4/13,barbell squat,285,lb,3
12/4/13,barbell squat,285,lb,3
12/4/13,barbell squat,285,lb,3
12/4/13,snatch,95,lb,3
12/4/13,snatch,95,lb,3
12/4/13,snatch,115,lb,3
12/4/13,snatch,115,lb,3
12/4/13,snatch,135,lb,3
12/4/13,snatch,155,lb,2
12/4/13,snatch,155,lb,2
12/4/13,snatch,160,lb,2
12/4/13,snatch,160,lb,2
12/4/13,snatch,160,lb,2
12/4/13,snatch,160,lb,2
12/8/13,clean,255,lb,1
12/8/13,clean,265,lb,1
12/8/13,clean,275,lb,1
12/8/13,clean and jerk,135,lb,3
12/8/13,clean and jerk,135,lb,3
12/8/13,clean and jerk,155,lb,2
12/8/13,clean and jerk,185,lb,1
12/8/13,clean and jerk,205,lb,1
12/8/13,clean and jerk,215,lb,1
12/8/13,clean and jerk,225,lb,1
12/8/13,clean and jerk,235,lb,1
12/8/13,clean and jerk,245,lb,1
12/8/13,clean and jerk,135,lb,3
12/8/13,clean and jerk,135,lb,3
12/8/13,clean and jerk,155,lb,2
12/8/13,clean and jerk,185,lb,1
12/8/13,clean and jerk,205,lb,1
12/8/13,clean and jerk,215,lb,1
12/8/13,clean and jerk,225,lb,1
12/8/13,clean and jerk,235,lb,1
12/8/13,clean and jerk,245,lb,1
12/8/13,snatch,95,lb,3
12/8/13,snatch,95,lb,3
12/8/13,snatch,115,lb,3
12/8/13,snatch,135,lb,3
12/8/13,snatch,145,lb,1
12/8/13,snatch,155,lb,1
12/8/13,snatch,165,lb,1
12/8/13,snatch,175,lb,1
12/8/13,snatch,180,lb,1
12/9/13,barbell squat,135,lb,5
12/9/13,barbell squat,185,lb,3
12/9/13,snatch,95,lb,3
12/9/13,snatch,95,lb,3
12/9/13,snatch,115,lb,3
12/9/13,snatch,115,lb,3
12/9/13,snatch,135,lb,3
12/9/13,snatch,155,lb,2
12/9/13,snatch,155,lb,2
12/9/13,snatch,165,lb,2
12/9/13,snatch,165,lb,2
12/9/13,snatch,165,lb,2
12/9/13,snatch,165,lb,2
12/9/13,front barbell squat,185,lb,2
12/9/13,front barbell squat,225,lb,2
12/9/13,front barbell squat,255,lb,1
12/9/13,front barbell squat,275,lb,1
12/11/13,jerk,70,kg,3
12/11/13,jerk,70,kg,3
12/11/13,jerk,70,kg,3
12/11/13,jerk,90,kg,2
12/11/13,jerk,90,kg,3
12/11/13,jerk,90,kg,2
12/11/13,jerk,100,kg,2
12/11/13,jerk,105,kg,2
12/11/13,clean and jerk,95,lb,3
12/11/13,clean and jerk,95,lb,3
12/11/13,clean and jerk,135,lb,3
12/11/13,clean and jerk,135,lb,3
12/11/13,clean and jerk,155,lb,2
12/11/13,clean and jerk,185,lb,2
12/11/13,clean and jerk,205,lb,2
12/11/13,clean and jerk,225,lb,2
12/11/13,clean and jerk,235,lb,1
12/11/13,clean and jerk,255,lb,1
12/11/13,clean and jerk,95,lb,3
12/11/13,clean and jerk,95,lb,3
12/11/13,clean and jerk,135,lb,3
12/11/13,clean and jerk,135,lb,3
12/11/13,clean and jerk,155,lb,2
12/11/13,clean and jerk,185,lb,2
12/11/13,clean and jerk,205,lb,2
12/11/13,clean and jerk,225,lb,2
12/11/13,clean and jerk,235,lb,1
12/11/13,clean and jerk,255,lb,1
12/14/13,clean,123,kg,1
12/14/13,clean and jerk,40,kg,2
12/14/13,clean and jerk,40,kg,3
12/14/13,clean and jerk,40,kg,3
12/14/13,clean and jerk,60,kg,3
12/14/13,clean and jerk,70,kg,3
12/14/13,clean and jerk,70,kg,5
12/14/13,clean and jerk,85,kg,2
12/14/13,clean and jerk,95,kg,2
12/14/13,clean and jerk,100,kg,1
12/14/13,clean and jerk,105,kg,1
12/14/13,clean and jerk,111,kg,1
12/14/13,clean and jerk,115,kg,1
12/14/13,clean and jerk,40,kg,2
12/14/13,clean and jerk,40,kg,3
12/14/13,clean and jerk,40,kg,3
12/14/13,clean and jerk,60,kg,3
12/14/13,clean and jerk,70,kg,3
12/14/13,clean and jerk,70,kg,5
12/14/13,clean and jerk,85,kg,2
12/14/13,clean and jerk,95,kg,2
12/14/13,clean and jerk,100,kg,1
12/14/13,clean and jerk,105,kg,1
12/14/13,clean and jerk,111,kg,1
12/14/13,clean and jerk,115,kg,1
12/14/13,snatch,40,kg,3
12/14/13,snatch,40,kg,3
12/14/13,snatch,40,kg,3
12/14/13,snatch,60,kg,2
12/14/13,snatch,60,kg,2
12/14/13,snatch,45,kg,3
12/14/13,snatch,45,kg,2
12/14/13,snatch,65,kg,1
12/14/13,snatch,70,kg,1
12/14/13,snatch,80,kg,1
12/14/13,snatch,79,kg,1
12/14/13,snatch,85,kg,1
12/17/13,barbell squat,135,lb,5
12/17/13,barbell squat,185,lb,5
12/17/13,barbell squat,240,lb,5
12/17/13,barbell squat,285,lb,5
12/17/13,barbell squat,308,lb,5
12/17/13,barbell squat,328,lb,5
12/17/13,snatch,95,lb,3
12/17/13,snatch,95,lb,3
12/17/13,snatch,115,lb,3
12/17/13,snatch,115,lb,3
12/17/13,snatch,135,lb,3
12/17/13,snatch,165,lb,2
12/17/13,snatch,165,lb,2
12/17/13,snatch,170,lb,2
12/17/13,snatch,175,lb,1
12/17/13,snatch,180,lb,1
12/18/13,barbell deadlift,135,lb,5
12/18/13,barbell deadlift,185,lb,5
12/18/13,barbell deadlift,235,lb,3
12/18/13,barbell deadlift,295,lb,3
12/18/13,barbell deadlift,315,lb,1
12/18/13,barbell deadlift,335,lb,1
12/18/13,barbell deadlift,355,lb,1
12/18/13,clean,40,kg,3
12/18/13,clean,40,kg,3
12/18/13,clean,50,kg,3
12/18/13,clean,50,kg,3
12/18/13,clean,60,kg,3
12/18/13,clean,60,kg,3
12/18/13,clean,70,kg,3
12/18/13,clean,90,kg,3
12/18/13,clean,100,kg,3
12/18/13,clean,110,kg,3
12/18/13,clean,110,kg,3
12/18/13,clean,110,kg,3
12/18/13,clean,115,kg,3
12/18/13,clean,115,kg,2
12/18/13,jerk,135,lb,2
12/18/13,jerk,135,lb,2
12/18/13,jerk,155,lb,2
12/18/13,jerk,185,lb,3
12/18/13,jerk,185,lb,3
12/18/13,jerk,185,lb,3
12/18/13,jerk,205,lb,3
12/18/13,jerk,225,lb,2
12/24/13,clean and jerk,155,lb,3
12/24/13,clean and jerk,155,lb,3
12/24/13,clean and jerk,155,lb,3
12/24/13,clean and jerk,155,lb,3
12/24/13,barbell deadlift,135,lb,5
12/24/13,barbell deadlift,185,lb,5
12/24/13,barbell deadlift,235,lb,3
12/24/13,barbell deadlift,295,lb,3
12/24/13,barbell deadlift,315,lb,1
12/24/13,barbell deadlift,335,lb,1
12/24/13,barbell deadlift,355,lb,1
12/29/13,barbell deadlift,135,lb,5
12/29/13,barbell deadlift,225,lb,5
12/29/13,barbell deadlift,185,lb,3
12/29/13,barbell deadlift,245,lb,3
12/29/13,barbell deadlift,335,lb,3
12/29/13,barbell deadlift,335,lb,1
12/29/13,barbell deadlift,245,lb,1
12/29/13,barbell deadlift,275,lb,2
12/29/13,barbell deadlift,385,lb,1
12/29/13,barbell deadlift,405,lb,1
12/29/13,barbell deadlift,420,lb,1
12/29/13,barbell squat,135,lb,5
12/29/13,barbell squat,135,lb,5
12/29/13,barbell squat,185,lb,3
12/29/13,barbell squat,225,lb,3
12/29/13,barbell squat,225,lb,3
12/29/13,barbell squat,275,lb,3
12/29/13,barbell squat,315,lb,1
12/29/13,barbell squat,335,lb,1
12/29/13,barbell squat,355,lb,1
12/29/13,barbell squat,380,lb,1
1/3/14,barbell squat,135,lb,3
1/3/14,barbell squat,225,lb,3
1/3/14,barbell squat,225,lb,3
1/3/14,barbell squat,265,lb,3
1/3/14,barbell squat,265,lb,3
1/3/14,barbell squat,265,lb,3
1/3/14,barbell squat,265,lb,3
1/3/14,barbell squat,265,lb,3
1/4/14,barbell squat,100,kg,3
