"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2012-12-07,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-07,4,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2012-12-07,5,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-12-07,6,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-12-07,7,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-12-07,8,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-12-11,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-12-11,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-12-11,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-11,4,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2012-12-11,5,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2012-12-11,6,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2012-12-11,7,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2012-12-11,8,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2012-12-25,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-12-25,2,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-12-25,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-25,4,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-25,5,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-25,6,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-25,7,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-29,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-12-29,2,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-12-29,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-29,4,215,,3,,"215 lb || 3 reps","90"
"Barbell Squat",2012-12-29,5,215,,3,,"215 lb || 3 reps","90"
"Barbell Squat",2012-12-29,6,215,,3,,"215 lb || 3 reps","90"
"Barbell Squat",2012-12-29,7,215,,3,,"215 lb || 3 reps","90"
"Barbell Squat",2012-12-29,8,215,,3,,"215 lb || 3 reps","90"
"Barbell Squat",2013-01-16,1,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-01-16,2,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-01-16,3,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-01-16,4,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-01-16,5,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-02-18,1,95,,10,,"95 lb || 10 reps","59"
"Barbell Squat",2013-02-18,2,135,,10,,"135 lb || 10 reps","77"
"Barbell Squat",2013-02-18,3,155,,10,,"155 lb || 10 reps","89"
"Barbell Squat",2013-02-18,4,185,,10,,"185 lb || 10 reps","109"
"Barbell Squat",2013-02-18,5,185,,10,,"185 lb || 10 reps","109"
"Barbell Squat",2013-02-18,6,185,,10,,"185 lb || 10 reps","109"
"Barbell Squat",2013-02-21,201,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-02-21,202,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-02-21,203,190,,5,,"190 lb || 5 reps","95"
"Barbell Squat",2013-02-21,204,190,,5,,"190 lb || 5 reps","95"
"Barbell Squat",2013-02-22,1,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2013-02-22,2,155,,3,,"155 lb || 3 reps","60"
"Barbell Squat",2013-02-22,3,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-02-22,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,7,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,8,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,9,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,10,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,11,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-02-22,12,115,,15,,"115 lb || 15 reps","72"
"Barbell Squat",2013-02-22,13,115,,15,,"115 lb || 15 reps","72"
"Barbell Squat",2013-02-26,201,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-02-26,202,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-03-06,301,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2013-03-06,302,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-03-06,303,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-03-13,201,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2013-03-13,202,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-03-13,203,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-03-26,801,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-03-26,802,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-03-26,803,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-03-26,804,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-03-26,805,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-03-26,806,185,,6,,"185 lb || 6 reps","98"
"Barbell Squat",2013-03-26,807,185,,10,,"185 lb || 10 reps","109"
"Barbell Squat",2013-03-27,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-03-27,2,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-03-27,3,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-03-27,4,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-03-27,5,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-03-27,6,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-04-01,401,135,,10,,"135 lb || 10 reps","77"
"Barbell Squat",2013-04-01,402,195,,3,,"195 lb || 3 reps","79"
"Barbell Squat",2013-04-01,403,195,,3,,"195 lb || 3 reps","79"
"Barbell Squat",2013-04-01,404,195,,10,,"195 lb || 10 reps","116"
"Barbell Squat",2013-04-01,405,195,,10,,"195 lb || 10 reps","116"
"Barbell Squat",2013-04-01,406,195,,10,,"195 lb || 10 reps","116"
"Barbell Squat",2013-04-03,201,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2013-04-03,202,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2013-04-03,203,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2013-04-03,204,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-04-03,205,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-04-03,206,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-04-03,207,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-04-03,208,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-04-08,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-04-08,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-04-08,3,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2013-04-08,4,205,,10,,"205 lb || 10 reps","124"
"Barbell Squat",2013-04-08,5,215,,10,,"215 lb || 10 reps","133"
"Barbell Squat",2013-04-08,6,225,,10,,"225 lb || 10 reps","142"
"Barbell Squat",2013-04-10,1,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2013-04-10,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-04-10,3,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-04-10,4,215,,5,,"215 lb || 5 reps","113"
"Barbell Squat",2013-04-10,5,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-04-10,6,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-04-10,7,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2013-04-15,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-04-15,2,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-04-15,3,215,,10,,"215 lb || 10 reps","133"
"Barbell Squat",2013-04-15,4,225,,10,,"225 lb || 10 reps","142"
"Barbell Squat",2013-04-15,5,225,,10,,"225 lb || 10 reps","142"
"Barbell Squat",2013-04-17,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-04-17,2,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-04-17,3,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-04-17,4,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-04-17,5,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-04-17,6,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-04-17,7,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-04-20,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-04-20,2,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2013-04-20,3,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2013-04-20,4,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2013-04-20,5,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2013-04-20,6,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2013-04-20,7,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2013-04-20,8,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2013-04-20,9,250,,3,,"250 lb || 3 reps","115"
"Barbell Squat",2013-04-20,10,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-04-20,11,265,,10,,"265 lb || 10 reps","186"
"Barbell Squat",2013-04-27,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-04-27,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-04-27,3,255,,1,,"255 lb || 1 reps","81"
"Barbell Squat",2013-04-27,4,285,,1,,"285 lb || 1 reps","99"
"Barbell Squat",2013-04-27,5,300,,1,,"300 lb || 1 reps","110"
"Barbell Squat",2013-04-27,6,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-04-27,7,340,,1,,"340 lb || 1 reps","144"
"Barbell Squat",2013-05-02,1,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-05-07,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-05-07,2,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2013-05-07,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-05-07,4,245,,2,,"245 lb || 2 reps","93"
"Barbell Squat",2013-05-07,5,255,,2,,"255 lb || 2 reps","100"
"Barbell Squat",2013-05-07,6,265,,1,,"265 lb || 1 reps","86"
"Barbell Squat",2013-05-13,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-13,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-05-13,3,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2013-05-13,4,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-13,5,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-13,6,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-13,7,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-05-17,1,145,,5,,"145 lb || 5 reps","70"
"Barbell Squat",2013-05-17,2,145,,5,,"145 lb || 5 reps","70"
"Barbell Squat",2013-05-17,3,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-05-17,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-05-17,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-05-17,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-05-17,7,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-05-20,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-20,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-20,3,215,,9,,"215 lb || 9 reps","131"
"Barbell Squat",2013-05-20,4,215,,9,,"215 lb || 9 reps","131"
"Barbell Squat",2013-05-20,5,215,,9,,"215 lb || 9 reps","131"
"Barbell Squat",2013-05-20,6,215,,9,,"215 lb || 9 reps","131"
"Barbell Squat",2013-05-22,1,185,,7,,"185 lb || 7 reps","102"
"Barbell Squat",2013-05-22,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-05-22,3,240,,7,,"240 lb || 7 reps","148"
"Barbell Squat",2013-05-22,4,240,,7,,"240 lb || 7 reps","148"
"Barbell Squat",2013-05-22,5,240,,7,,"240 lb || 7 reps","148"
"Barbell Squat",2013-05-22,6,240,,7,,"240 lb || 7 reps","148"
"Barbell Squat",2013-05-22,7,240,,7,,"240 lb || 7 reps","148"
"Barbell Squat",2013-05-23,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-23,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-05-23,3,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-23,4,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-23,5,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-23,6,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-23,7,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-23,8,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-23,9,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2013-05-25,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-05-25,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-05-25,3,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-05-25,4,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,6,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,7,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,8,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,9,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,10,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,11,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,12,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-25,13,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-05-27,1,185,,9,,"185 lb || 9 reps","107"
"Barbell Squat",2013-05-27,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-27,3,225,,9,,"225 lb || 9 reps","140"
"Barbell Squat",2013-05-27,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-05-27,5,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-05-27,6,240,,9,,"240 lb || 9 reps","155"
"Barbell Squat",2013-05-27,7,240,,9,,"240 lb || 9 reps","155"
"Barbell Squat",2013-05-27,8,240,,9,,"240 lb || 9 reps","155"
"Barbell Squat",2013-05-27,9,240,,9,,"240 lb || 9 reps","155"
"Barbell Squat",2013-05-28,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-28,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-28,3,225,,7,,"225 lb || 7 reps","133"
"Barbell Squat",2013-05-28,4,255,,2,,"255 lb || 2 reps","100"
"Barbell Squat",2013-05-28,5,285,,2,,"285 lb || 2 reps","122"
"Barbell Squat",2013-05-28,6,260,,7,,"260 lb || 7 reps","169"
"Barbell Squat",2013-05-28,7,260,,7,,"260 lb || 7 reps","169"
"Barbell Squat",2013-05-28,8,260,,7,,"260 lb || 7 reps","169"
"Barbell Squat",2013-05-28,9,260,,7,,"260 lb || 7 reps","169"
"Barbell Squat",2013-05-28,10,260,,7,,"260 lb || 7 reps","169"
"Barbell Squat",2013-05-31,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-05-31,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-05-31,3,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2013-05-31,4,305,,1,,"305 lb || 1 reps","113"
"Barbell Squat",2013-05-31,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-05-31,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-05-31,7,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-05-31,8,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-05-31,9,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-05-31,10,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-05-31,11,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-06-01,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-06-01,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-01,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-01,4,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-06-01,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-06-01,6,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-06-01,7,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-06-01,8,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-06-01,9,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-06-01,10,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-06-01,11,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-06-01,12,300,,3,,"300 lb || 3 reps","161"
"Barbell Squat",2013-06-01,13,300,,3,,"300 lb || 3 reps","161"
"Barbell Squat",2013-06-01,14,300,,3,,"300 lb || 3 reps","161"
"Barbell Squat",2013-06-01,15,300,,3,,"300 lb || 3 reps","161"
"Barbell Squat",2013-06-01,16,300,,3,,"300 lb || 3 reps","161"
"Barbell Squat",2013-06-04,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-04,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-04,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-04,4,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-06-04,5,250,,9,,"250 lb || 9 reps","166"
"Barbell Squat",2013-06-04,6,250,,9,,"250 lb || 9 reps","166"
"Barbell Squat",2013-06-04,7,250,,9,,"250 lb || 9 reps","166"
"Barbell Squat",2013-06-04,8,250,,9,,"250 lb || 9 reps","166"
"Barbell Squat",2013-06-05,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-05,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-05,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-05,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-05,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-06-05,6,275,,7,,"275 lb || 7 reps","187"
"Barbell Squat",2013-06-05,7,275,,7,,"275 lb || 7 reps","187"
"Barbell Squat",2013-06-05,8,275,,7,,"275 lb || 7 reps","187"
"Barbell Squat",2013-06-05,9,275,,7,,"275 lb || 7 reps","187"
"Barbell Squat",2013-06-05,10,275,,7,,"275 lb || 7 reps","187"
"Barbell Squat",2013-06-07,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-07,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-07,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-07,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-07,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-06-07,6,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-07,7,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-07,8,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-07,9,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-07,10,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-07,11,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-07,12,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-06-09,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-06-09,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-09,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-09,4,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-06-09,5,305,,1,,"305 lb || 1 reps","113"
"Barbell Squat",2013-06-09,6,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,7,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,8,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,9,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,10,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,11,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,12,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,13,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,14,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-09,15,315,,6,,"315 lb || 6 reps","235"
"Barbell Squat",2013-06-17,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-17,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-17,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-06-17,4,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-06-17,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-06-17,6,315,,2,,"315 lb || 2 reps","150"
"Barbell Squat",2013-06-17,7,345,,1,,"345 lb || 1 reps","148"
"Barbell Squat",2013-06-17,8,315,,3,,"315 lb || 3 reps","178"
"Barbell Squat",2013-06-17,9,350,,1,,"350 lb || 1 reps","154"
"Barbell Squat",2013-06-23,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-23,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-23,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-06-23,4,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-06-23,5,330,,2,,"330 lb || 2 reps","166"
"Barbell Squat",2013-06-25,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-06-25,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-06-25,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-06-25,4,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-06-25,5,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-06-25,6,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-06-25,7,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-06-25,8,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-07-02,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-07-02,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-07-02,3,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-02,4,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-07-02,5,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-07-02,6,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-07-02,7,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-07-02,8,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-07-04,1,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,2,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,3,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,4,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,5,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,6,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,7,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,8,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,9,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-04,10,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-06,1,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-07-06,2,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-06,3,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-07-06,4,335,,1,,"335 lb || 1 reps","139"
"Barbell Squat",2013-07-06,5,355,,1,,"355 lb || 1 reps","159"
"Barbell Squat",2013-07-06,6,365,,1,,"365 lb || 1 reps","170"
"Barbell Squat",2013-07-06,7,370,,1,,"370 lb || 1 reps","176"
"Barbell Squat",2013-07-06,8,185,,1,,"185 lb || 1 reps","50"
"Barbell Squat",2013-07-06,9,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-06,10,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-07-06,11,185,,4,,"185 lb || 4 reps","84"
"Barbell Squat",2013-07-06,12,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-07-06,13,185,,6,,"185 lb || 6 reps","98"
"Barbell Squat",2013-07-06,14,185,,7,,"185 lb || 7 reps","102"
"Barbell Squat",2013-07-06,15,185,,8,,"185 lb || 8 reps","105"
"Barbell Squat",2013-07-06,16,185,,9,,"185 lb || 9 reps","107"
"Barbell Squat",2013-07-06,17,185,,10,,"185 lb || 10 reps","109"
"Barbell Squat",2013-07-08,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-07-08,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-07-08,3,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-08,4,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2013-07-08,5,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2013-07-08,6,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2013-07-08,7,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2013-07-08,8,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2013-07-11,101,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,102,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,103,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,104,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,105,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,106,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,107,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,108,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,109,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2013-07-11,110,185,,2,,"185 lb || 2 reps","62"
